name of media group,description of media group,headquarters of the media group,name of the radio station,description of the radio station,frequency of the radio station,programme,description,programme_lssl,schedule,podcast,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,andalucawaves-afternoonharmony,17-20,1,Deborah,Smith,2004-08-13,Male,Analyst,Cycling Journalist,erica00
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,andalucawaves-afternoonharmony,17-20,1,Kevin,Wong,1997-06-16,Male,Reporter,Golf Writer,briana17
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,andalucawaves-afternoonharmony,17-20,1,Christopher,Grant,2004-05-19,Male,Journalist,Football Reporter,howellkrystal
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,andalucawaves-afternoonharmony,17-20,1,Austin,Moore,1988-12-26,Female,Reporter,Outdoor Adventure Journalist,mburgess
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,andalucawaves-rockinrhythms,13-16,1,Scott,Foley,1945-07-23,Male,Reporter,Boxing Reporter,michaeltownsend
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,andalucawaves-rockinrhythms,13-16,1,Tammy,Allen,1942-11-03,Female,Producer,Basketball Correspondent,john63
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,andalucawaves-rockinrhythms,13-16,1,Joshua,Wyatt,1954-10-25,Female,Journalist,Paralympics Reporter,rebeccabowman
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,andalucawaves-eveningechoes,20-23,0,Ray,Steele,1940-08-26,Female,Journalist,Esports Commentator,vmccormick
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,andalucawaves-eveningechoes,20-23,0,Gregory,Manning,1952-05-12,Female,Host,Cycling Journalist,jeffreywoods
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,andalucawaves-eveningechoes,20-23,0,Steven,Brewer,1985-11-30,Female,Host,Wrestling Commentator,joseph49
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,andalucawaves-eveningechoes,20-23,0,Gregory,Williams,2000-11-04,Male,Journalist,Sports Science Writer,christopherreed
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,andalucawaves-eveningechoes,20-23,0,Katherine,Martin,1995-03-22,Male,Journalist,Youth Sports Correspondent,doris11
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,andalucawaves-eveningechoes,20-23,0,Dawn,Moore,1990-09-28,Male,Analyst,Hockey Reporter,chapmanjose
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,andalucawaves-latenightjazz,22-23,1,Suzanne,Wright,2003-11-21,Female,Analyst,Sports Science Writer,richard89
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,andalucawaves-latenightjazz,22-23,1,Paul,Bell,1989-07-16,Female,Reporter,Cycling Journalist,heatherphillips
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Brian,Smith,1974-05-15,Female,Reporter,Basketball Correspondent,fmarquez
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Katie,Chan,1997-08-25,Female,Reporter,Sports Science Writer,susan45
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Brian,Fitzgerald,1938-08-14,Male,Reporter,Mixed Martial Arts (MMA) Reporter,meghansmith
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Robert,Johnston,1975-05-18,Female,Analyst,Outdoor Adventure Journalist,cynthia98
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Michael,Murphy,1990-05-21,Male,Reporter,Football Reporter,peterwells
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Robert,Green,1996-03-09,Male,Journalist,Hockey Reporter,campbelljacob
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Sara,Johnson,1939-09-14,Male,Commentator,High School Sports Reporter,kendra95
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Nicholas,Miller,2001-08-01,Male,Host,Cricket Analyst,eric78
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Christopher,Mcguire,1934-08-02,Male,Host,Mixed Martial Arts (MMA) Reporter,janicewhite
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Jasmine,Guzman,2004-10-13,Male,Reporter,Equestrian Journalist,barronashley
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Kevin,Boyd,1999-05-16,Male,Commentator,Golf Writer,vargaslisa
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Rachel,Chase,2004-01-08,Female,Producer,Boxing Reporter,brandoncooper
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Brittany,Lee,1989-02-23,Male,Analyst,Extreme Sports Correspondent,vrubio
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Julian,Cook,2005-09-23,Male,Journalist,Sports Business Journalist,milesdawn
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Smooth Sounds,Experience the smoothest sounds from various musical genres.,andalucawaves-smoothsounds,10-22,1,Stephen,Combs,2000-07-14,Male,Producer,Paralympics Reporter,riverapaul
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Sandra,Little,1967-10-01,Female,Commentator,Hockey Reporter,trantina
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Kathryn,Banks,2005-09-23,Male,Host,Esports Commentator,kevinneal
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Brittany,Cooper,1968-02-02,Male,Reporter,Cycling Journalist,suzannejohnson
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Jessica,Lewis,1999-11-21,Female,Journalist,Extreme Sports Correspondent,robertscott
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Morgan,Martinez,1947-03-14,Male,Journalist,College Sports Analyst,ramospaul
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Frank,Mullins,1948-05-16,Female,Analyst,Mixed Martial Arts (MMA) Reporter,katie79
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Kimberly,Davis,1944-02-28,Female,Commentator,Water Sports Reporter,tyler45
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Michael,Williams,1995-07-03,Female,Host,Extreme Sports Correspondent,owenmelissa
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Jessica,Berry,1947-04-30,Male,Commentator,Basketball Correspondent,barajasdennis
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Melissa,Morris,1943-12-09,Male,Reporter,Olympics Correspondent,vmartinez
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Patricia,Boyd,1943-03-17,Male,Analyst,Football Reporter,reedmelissa
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Jason,Smith,1992-03-26,Female,Host,Esports Commentator,tranerik
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Philip,Ferguson,1939-07-29,Female,Reporter,Cricket Analyst,elizabeth93
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,andalucawaves-middaymix,07-11,0,Jeffrey,Huff,1961-09-20,Male,Reporter,Equestrian Journalist,dominique27
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Charles,Peterson,1960-04-14,Male,Reporter,Sports Science Writer,dustin94
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Rachel,Hogan,1948-04-30,Female,Host,Sports Medicine Correspondent,lowerebecca
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Elizabeth,Martin,1943-09-11,Male,Commentator,Sports Business Journalist,wilsonjoseph
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Monica,Ball,2002-05-04,Female,Journalist,Wrestling Commentator,edwardsbenjamin
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Suzanne,Wright,2003-11-21,Female,Analyst,Sports Science Writer,richard89
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Kevin,Bell,1994-08-09,Male,Analyst,Motorsports Journalist,mhall
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Stephen,Walker,1987-07-27,Female,Analyst,Paralympics Reporter,kfisher
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Steven,Johnston,1990-09-01,Female,Reporter,Olympics Correspondent,wayneortiz
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía Waves,Andalusian tunes and local events,87.6 FM,Andalucía Waves - Country Crossroads,Explore the country music landscape with this program.,andalucawaves-countrycrossroads,13-16,0,Kevin,Hughes,1998-02-05,Male,Commentator,Extreme Sports Correspondent,fmorgan
