name of media group,description of media group,headquarters of the media group,title of the tv channel,video quality of the tv channel,programme,description,programme_lssl,schedule,production_company,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Prime Time News,In-depth coverage of current events during prime time.,andalucatv-primetimenews,22-23,Graham-Vargas,Douglas,Tran,1976-06-16,Male,Analyst,Hockey Reporter,omartinez
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Prime Time News,In-depth coverage of current events during prime time.,andalucatv-primetimenews,22-23,Graham-Vargas,John,Livingston,2005-09-07,Male,Journalist,Cricket Analyst,stephanieprice
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Brian,Fletcher,1968-07-25,Female,Host,Sports Medicine Correspondent,uclark
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Philip,Carroll,1946-06-26,Male,Commentator,Winter Sports Analyst,sgarcia
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Danielle,Stewart,1969-12-05,Male,Host,Mixed Martial Arts (MMA) Reporter,erodriguez
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,William,Williams,1956-07-31,Female,Host,Motorsports Journalist,josephking
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Benjamin,Pruitt,1949-01-31,Male,Producer,Cricket Analyst,yryan
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Robert,Miller,1944-12-26,Male,Host,Wrestling Commentator,wramirez
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Jessica,Grant,1938-11-23,Female,Reporter,High School Sports Reporter,vroberson
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Katherine,Harris,1967-12-05,Male,Host,Soccer Journalist,amandayoung
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Investigative Report,Investigative reports uncovering hidden truths.,andalucatv-investigativereport,08-11,Thompson PLC,Seth,Green,1959-02-05,Male,Commentator,College Sports Analyst,walshjacqueline
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Michelle,Ellis,1952-01-25,Male,Commentator,Olympics Correspondent,zlopez
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Patricia,Boyd,1943-03-17,Male,Reporter,Football Reporter,reedmelissa
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Aaron,Gibson,1986-07-17,Male,Reporter,Boxing Reporter,morrisrichard
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Dawn,Cunningham,1965-01-12,Male,Reporter,Rugby Correspondent,fmiller
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Luke,Wilkinson,1976-08-14,Male,Commentator,Baseball Analyst,amberwilliams
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Ryan,Hodge,1982-05-26,Male,Commentator,Tennis Commentator,banderson
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Cindy,Cook,1971-09-11,Male,Reporter,Wrestling Commentator,steve68
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Live Sports Update,Live updates and commentary on sports events.,andalucatv-livesportsupdate,14-20,"Evans, Smith and Harrison",Trevor,Allen,1973-08-12,Male,Host,Paralympics Reporter,dhouse
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Current Affairs,Current affairs discussions and debates.,andalucatv-currentaffairs,13-16,"Gonzales, King and Wilson",Dennis,Fisher,1942-01-21,Male,Analyst,Tennis Commentator,jesus04
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Current Affairs,Current affairs discussions and debates.,andalucatv-currentaffairs,13-16,"Gonzales, King and Wilson",Jason,Myers,1946-12-07,Male,Commentator,Winter Sports Analyst,zgamble
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Late Night Sports,Late-night sports talk and analysis.,andalucatv-latenightsports,14-20,Rivera-Sanchez,Danielle,Castro,1948-03-15,Female,Producer,Sports Science Writer,kristen33
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Late Night Sports,Late-night sports talk and analysis.,andalucatv-latenightsports,14-20,Rivera-Sanchez,Nicole,Gardner,1970-11-07,Male,Analyst,Esports Commentator,longronald
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Late Night Sports,Late-night sports talk and analysis.,andalucatv-latenightsports,14-20,Rivera-Sanchez,Juan,Fowler,1951-12-27,Male,Host,Hockey Reporter,diane02
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Yvonne,Butler,1944-07-06,Female,Analyst,Motorsports Journalist,martinjennifer
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Lisa,Bowman,1957-04-13,Female,Producer,Football Reporter,jacob88
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Darren,Johnson,1958-09-24,Male,Producer,Winter Sports Analyst,cynthia54
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Melanie,Jones,1985-04-06,Male,Commentator,Golf Writer,karen76
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Sarah,Shea,1979-08-17,Male,Producer,Cycling Journalist,vincentle
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Kevin,Wong,1997-06-16,Male,Journalist,Golf Writer,briana17
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Ryan,Baker,1969-05-27,Male,Commentator,High School Sports Reporter,barrettwilliam
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Jacob,Sanchez,1981-05-04,Male,Reporter,Esports Commentator,ambertran
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Caroline,Mendez,2002-02-15,Female,Producer,Extreme Sports Correspondent,james78
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,Valerie,Sullivan,1977-09-14,Male,Journalist,Winter Sports Analyst,daniellevaughn
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",andalucatv-sportscenter,20-23,Chapman-Townsend,William,Flores,1989-05-07,Male,Analyst,Baseball Analyst,egarcia
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Patricia,Mckay,1958-12-09,Female,Producer,Mixed Martial Arts (MMA) Reporter,cervanteswayne
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Michael,Jacobs,1992-09-01,Male,Host,Athletics Commentator,david22
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Michael,Anderson,1942-12-25,Male,Host,Sports Science Writer,douglaspowell
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Megan,Wallace,1943-03-02,Male,Commentator,Baseball Analyst,fletcherdavid
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Sharon,Smith,1950-11-11,Male,Analyst,Baseball Analyst,preyes
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Tommy,Washington,1942-12-31,Female,Commentator,Equestrian Journalist,franklintiffany
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Mackenzie,Patel,1992-01-25,Female,Journalist,Football Reporter,johnsonlisa
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Warren,Cohen,1955-08-16,Male,Host,Outdoor Adventure Journalist,elizabeth41
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Kimberly,Smith,1985-04-01,Male,Commentator,Basketball Correspondent,psullivan
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Shawn,Mahoney,1999-10-19,Male,Producer,High School Sports Reporter,jacobvargas
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Christina,Richards,1943-01-01,Male,Producer,Athletics Commentator,brandon89
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Madeline,Cox,2005-03-30,Male,Producer,Cycling Journalist,barrymoody
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Eric,Young,1963-06-09,Male,Journalist,Cycling Journalist,higginsmary
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Tamara,Holt,2000-11-23,Female,Commentator,Sports Science Writer,youngrobert
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Express,Express coverage and analysis of the day's sports events.,andalucatv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Paul,Montgomery,1981-12-11,Male,Reporter,Golf Writer,rshea
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Kaylee,Berry,1988-04-09,Female,Journalist,Water Sports Reporter,lewiskaren
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Colin,Mills,1943-11-26,Female,Host,High School Sports Reporter,jose98
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Matthew,Cole,1938-02-15,Female,Commentator,Sports Science Writer,mark27
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Brian,Fletcher,1968-07-25,Female,Producer,Sports Medicine Correspondent,uclark
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Hunter,Nash,1972-03-24,Female,Commentator,Sports Science Writer,jmiles
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Robert,Schneider,1948-12-15,Female,Analyst,Winter Sports Analyst,gloriawallace
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Jennifer,Alexander,1943-05-21,Female,Analyst,Outdoor Adventure Journalist,freyes
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Sports Spectacle,Exciting moments and highlights from the sports world.,andalucatv-sportsspectacle,22-23,Reed Ltd,Julian,Evans,1985-02-22,Male,Analyst,Water Sports Reporter,qanderson
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Evening Edition,Evening news coverage with in-depth reporting.,andalucatv-eveningedition,22-23,Jones Ltd,Richard,Maddox,2002-09-30,Female,Reporter,Youth Sports Correspondent,sierrakey
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Evening Edition,Evening news coverage with in-depth reporting.,andalucatv-eveningedition,22-23,Jones Ltd,Erica,Baldwin,2002-10-13,Female,Producer,Wrestling Commentator,lesliemullins
AndalucíaMediaNet,Southern Spanish Stories,Granada,Andalucía TV,720p HD,Andalucía TV - Evening Edition,Evening news coverage with in-depth reporting.,andalucatv-eveningedition,22-23,Jones Ltd,Frank,Clark,1942-02-22,Male,Reporter,College Sports Analyst,salazarwendy
