Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Alavés Bermuda Shorts 3XL Official 92.98  All Seasons Polyester,Alavés,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",92.98,Summer Activities,Perfect for staying cool during summer activities.,3XL,Official,79,UV Protection,,,All Seasons,,Polyester,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,0%,"Santa Cruz de Tenerife, Spain",11,4644765678155815,10/29,1022.7800000000001,2019-12-11 05:36:02
Alavés Bermuda Shorts M 92.98  All Seasons Polyester,Alavés,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",92.98,Summer Activities,Perfect for staying cool during summer activities.,M,,56,UV Protection,,,All Seasons,,Polyester,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Diners Club / Carte Blanche,0%,"Valladolid, Spain",3,4214137749396929,03/31,278.94,2021-12-31 10:20:32
Alavés Long Pants 3XL Official 123.98  Summer Blend,Alavés,Long Pants,Full-length trousers or pants.,123.98,Sports and Activities,Designed for sports and exercise activities.,3XL,Official,35,,,,Summer,,Blend,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 15 digit,25%,"Navarra, Spain",5,4263181762931622084,05/33,619.9,2020-07-26 22:39:41
Alavés Long Pants M Official 123.98  Summer Blend,Alavés,Long Pants,Full-length trousers or pants.,123.98,Sports and Activities,Designed for sports and exercise activities.,M,Official,44,,,,Summer,,Blend,,Alavés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,15%,"Cantabria, Spain",10,6011889610277683,10/27,1239.8,2024-02-12 07:44:44
Alavés Cap S Official 41.31 UV Protection,Alavés,Cap,"Headwear with a brim, often used for sports or casual wear.",41.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,S,Official,25,,,UV Protection,,,,,Alavés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Diners Club / Carte Blanche,15%,"Badajoz, Spain",9,4214137749396929,03/31,371.79,2019-05-22 09:47:20
Alavés Cup  41.31 Microwave and Dishwasher Safe,Alavés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",41.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,,67,,,Microwave and Dishwasher Safe,,,,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 15 digit,0%,"Ávila, Spain",12,5420395901704499,09/32,495.72,2020-07-15 07:10:48
Alavés Polo Shirt 2XL Official 72.31  All Seasons Polyester,Alavés,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",72.31,Fashion Wear,Casual yet sporty attire for various occasions.,2XL,Official,82,,,,All Seasons,,Polyester,,Alavés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Lleida, Spain",6,564541247834,09/30,433.86,2019-11-11 13:05:41
Alavés Cap M Official 41.31 UV Protection,Alavés,Cap,"Headwear with a brim, often used for sports or casual wear.",41.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,M,Official,26,,,UV Protection,,,,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",American Express,0%,"Cáceres, Spain",4,4774674185935986,09/27,165.24,2022-07-27 06:37:52
Alavés Pencil Case  26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,,99,Multi-Compartment,,Ink Compartment,,,,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Burgos, Spain",11,4290815723582799,04/32,295.35,2023-10-22 04:13:44
Alavés Pencil Case  26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,,23,Multi-Compartment,,Ink Compartment,,,,,Alavés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Discover,25%,"Burgos, Spain",12,4346932863586011568,11/29,322.20000000000005,2021-07-13 13:43:30
Alavés Coat M 268.65  Winter Cotton,Alavés,Coat,Outerwear garment for protection against cold weather.,268.65,Winter Activities,Designed to keep you warm during winter activities.,M,,6,Wind-resistant,,,Winter,,Cotton,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Mastercard,10%,"Málaga, Spain",1,4227759960875146675,12/30,268.65,2022-02-20 15:57:23
Alavés Long Pants L 123.98  Summer Blend,Alavés,Long Pants,Full-length trousers or pants.,123.98,Sports and Activities,Designed for sports and exercise activities.,L,,54,,,,Summer,,Blend,,Alavés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,5%,"Barcelona, Spain",9,30132398367545,05/26,1115.82,2021-12-27 23:32:20
Alavés Cup  41.31 Microwave and Dishwasher Safe,Alavés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",41.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,,12,,,Microwave and Dishwasher Safe,,,,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Mastercard,25%,"Zaragoza, Spain",4,3572043531210773,02/28,165.24,2020-10-15 14:29:31
Alavés Cap 3XL 41.31 UV Protection,Alavés,Cap,"Headwear with a brim, often used for sports or casual wear.",41.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,3XL,,92,,,UV Protection,,,,,Alavés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Mastercard,50%,"Castellón, Spain",7,4379456619557019,04/33,289.17,2022-08-06 15:43:35
Alavés Pencil Case Official 26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,Official,47,Multi-Compartment,,Ink Compartment,,,,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Diners Club / Carte Blanche,5%,"Baleares, Spain",9,3576918837956482,08/32,241.65,2020-04-14 23:20:33
Alavés Long Pants XL Official 123.98  Summer Blend,Alavés,Long Pants,Full-length trousers or pants.,123.98,Sports and Activities,Designed for sports and exercise activities.,XL,Official,103,,,,Summer,,Blend,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,50%,"Cádiz, Spain",1,4762161856486162,12/27,123.98,2019-06-10 21:58:18
Alavés Sweatshirt 2XL 82.65  Summer Blend,Alavés,Sweatshirt,"Casual, warm garment for chilly weather.",82.65,Casual Wear,Comfortable and casual wear for everyday use.,2XL,,19,,,,Summer,,Blend,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",,,,,,,,
Alavés Polo Shirt XL 72.31  All Seasons Polyester,Alavés,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",72.31,Fashion Wear,Casual yet sporty attire for various occasions.,XL,,102,,,,All Seasons,,Polyester,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Mastercard,0%,"Valencia, Spain",7,4379456619557019,04/33,506.17,2024-01-13 05:46:47
Alavés Goalkeeper Gloves M Official 185.98,Alavés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,185.98,Soccer,Specifically designed for football goalkeepers.,M,Official,23,,,,,,,,Alavés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 13 digit,25%,"Tarragona, Spain",5,4702085785490990,02/28,929.9,2020-03-02 15:46:38
Alavés Shorts S 61.98  Winter Cotton,Alavés,Shorts,"Brief-length trousers, worn in warm weather or for sports.",61.98,Spring Activities,Great for staying cool during summer sports.,S,,37,,,,Winter,,Cotton,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Discover,10%,"Burgos, Spain",2,4742542586638809794,11/24,123.96,2020-12-24 12:20:17
Alavés Polo Shirt L Official 72.31  All Seasons Polyester,Alavés,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",72.31,Fashion Wear,Casual yet sporty attire for various occasions.,L,Official,31,,,,All Seasons,,Polyester,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,0%,"Toledo, Spain",3,503891009501,08/27,216.93,2022-12-19 02:18:53
Alavés Boots XL Official 165.31 Football  Waterproof Lace-up,Alavés,Boots,Sports footwear designed for different activities.,165.31,Football,Ideal for football players and enthusiasts.,XL,Official,80,Waterproof,Football,,,Waterproof,,Lace-up,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Mastercard,0%,"Ávila, Spain",4,345059946377421,01/26,661.24,2021-03-07 08:35:38
Alavés Sweatshirt M 82.65  Summer Blend,Alavés,Sweatshirt,"Casual, warm garment for chilly weather.",82.65,Casual Wear,Comfortable and casual wear for everyday use.,M,,39,,,,Summer,,Blend,,Alavés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Diners Club / Carte Blanche,15%,"Barcelona, Spain",1,587702371614,05/28,82.65,2023-04-11 04:39:44
Alavés Pencil Case Official 26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,Official,71,Multi-Compartment,,Ink Compartment,,,,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,0%,"Lugo, Spain",12,675930967483,10/33,322.20000000000005,2020-07-10 17:26:00
Alavés Ball Official 51.65,Alavés,Ball,Spherical object used in various sports and games.,51.65,Few Sports,Versatile ball for various sports and games.,,Official,59,,,,,,,,Alavés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,5%,"Cantabria, Spain",10,4894388076028950,01/32,516.5,2021-02-02 11:54:40
Alavés Bermuda Shorts M 92.98  All Seasons Polyester,Alavés,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",92.98,Summer Activities,Perfect for staying cool during summer activities.,M,,24,UV Protection,,,All Seasons,,Polyester,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,15%,"Asturias, Spain",2,4538899215069848,06/31,185.96,2019-08-07 23:12:24
Alavés Cap XS 41.31 UV Protection,Alavés,Cap,"Headwear with a brim, often used for sports or casual wear.",41.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XS,,103,,,UV Protection,,,,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Vizcaya, Spain",11,3591000610390931,02/25,454.41,2022-09-22 08:39:06
Alavés Pencil Case Official 26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,Official,67,Multi-Compartment,,Ink Compartment,,,,,Alavés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 19 digit,15%,"Asturias, Spain",3,572211191356,09/33,80.55000000000001,2022-07-18 05:06:03
Alavés Coat 2XL Official 268.65  Winter Cotton,Alavés,Coat,Outerwear garment for protection against cold weather.,268.65,Winter Activities,Designed to keep you warm during winter activities.,2XL,Official,33,Wind-resistant,,,Winter,,Cotton,,Alavés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Mastercard,0%,"Alicante, Spain",11,4651233030703356727,01/28,2955.1499999999996,2023-11-09 08:15:15
Alavés Goalkeeper Gloves M Official 185.98,Alavés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,185.98,Soccer,Specifically designed for football goalkeepers.,M,Official,92,,,,,,,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 19 digit,50%,"Ciudad, Spain",11,3540128693082901,03/32,2045.78,2021-07-17 05:01:08
Alavés Backpack Official 144.65 Multi-Compartment,Alavés,Backpack,"Bag worn on the back, designed to carry belongings.",144.65,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,112,Laptop Compartment,,Multi-Compartment,,,,,Alavés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,0%,"Madrid, Spain",3,30139218500056,11/24,433.95000000000005,2022-01-28 07:53:21
Alavés Long Pants L 123.98  Summer Blend,Alavés,Long Pants,Full-length trousers or pants.,123.98,Sports and Activities,Designed for sports and exercise activities.,L,,22,,,,Summer,,Blend,,Alavés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",American Express,0%,"Valladolid, Spain",9,371064171250365,07/31,1115.82,2023-05-19 04:21:48
Alavés Backpack  144.65 Multi-Compartment,Alavés,Backpack,"Bag worn on the back, designed to carry belongings.",144.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,117,Laptop Compartment,,Multi-Compartment,,,,,Alavés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Diners Club / Carte Blanche,0%,"Ourense, Spain",7,349159380981971,12/25,1012.5500000000001,2022-08-18 21:23:29
Alavés Jersey XS Official 103.31  All Seasons Polyester,Alavés,Jersey,"Athletic shirt, often associated with sports teams.",103.31,Any Sport,Suitable for any sports activity.,XS,Official,117,Breathable,,,All Seasons,,Polyester,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Vizcaya, Spain",11,4341582628230465,09/28,1136.41,2021-01-02 13:24:54
