FirstName,LastName,birthdate,Gender,vacation_days,Shop,role,shift
Teresa,Pedrero,1983-01-28 18:29:40,Female,10,Amorebieta - CornerKick Collections,Store Manager,12:00 PM - 8:00 PM
Alejo,Pol,1988-07-21 19:51:58,Male,10,Amorebieta - CornerKick Collections,Cashier,9:00 AM - 5:00 PM
Macaria,Trujillo,1988-10-21 17:57:43,Female,13,Amorebieta - CornerKick Collections,Cashier,10:00 AM - 6:00 PM
Marciano,Alberdi,1988-02-29 06:49:31,Male,12,Antwerp be - Striker's Style Outlet,Customer Service Representative,9:00 AM - 5:00 PM
Rómulo,Caparrós,2005-11-30 22:23:15,Male,2,Antwerp be - Striker's Style Outlet,Customer Service Representative,10:00 AM - 6:00 PM
Fito,Sevilla,2003-04-22 20:30:42,Male,2,Antwerp be - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Felicidad,Rivera,1974-11-09 11:05:07,Female,7,Antwerp be - Striker's Style Outlet,Sales Associate,11:00 AM - 7:00 PM
Sabas,Seguí,2001-06-10 04:50:26,Male,3,Antwerp be - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Pía,Arana,2005-12-07 14:35:04,Female,12,Antwerp be - PitchPerfect Provisions,Sales Associate,9:00 AM - 5:00 PM
Ana,Becerra,1997-05-05 10:35:29,Female,9,Antwerp be - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Jimena,Vilaplana,1988-06-20 17:10:47,Female,12,Antwerp be - PitchPerfect Provisions,Sales Associate,12:00 PM - 8:00 PM
Palmira,Amat,2000-06-18 14:54:39,Female,6,Antwerp be - PitchPerfect Provisions,Store Manager,11:00 AM - 7:00 PM
Reina,Querol,1994-01-03 17:48:39,Female,13,Antwerp be - PitchPerfect Provisions,Sales Associate,12:00 PM - 8:00 PM
Silvestre,Vara,1989-04-16 11:30:22,Male,15,Antwerp be - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Angelino,Roca,2004-08-01 23:17:42,Male,11,Antwerp be - TurfTrends Emporium,Customer Service Representative,9:00 AM - 5:00 PM
Paz,Salazar,1990-12-13 07:00:04,Female,13,Antwerp be - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
Berta,Beltran,2005-09-25 02:11:44,Female,6,Antwerp be - TurfTrends Emporium,Customer Service Representative,9:00 AM - 5:00 PM
Marciano,Vilar,1995-12-09 13:29:34,Male,13,Antwerp be - TurfTrends Emporium,Inventory Clerk,11:00 AM - 7:00 PM
Delfina,Pi,2003-02-13 07:01:19,Female,12,Antwerp be - PitchSide Pro Shop,Store Manager,11:00 AM - 7:00 PM
Miriam,Cánovas,1978-07-16 07:51:26,Female,5,Antwerp be - PitchSide Pro Shop,Customer Service Representative,12:00 PM - 8:00 PM
Adora,Guitart,1975-07-05 14:13:27,Female,4,Antwerp be - PitchSide Pro Shop,Sales Associate,11:00 AM - 7:00 PM
Patricio,Casado,1983-11-17 16:02:02,Male,8,Antwerp be - PitchSide Pro Shop,Inventory Clerk,11:00 AM - 7:00 PM
Tania,Bolaños,1986-08-18 05:16:58,Female,11,Antwerp be - PitchSide Pro Shop,Store Manager,9:00 AM - 5:00 PM
Pastora,Llabrés,2001-01-27 05:48:39,Female,3,Antwerp be - PitchSide Pro Shop,Customer Service Representative,9:00 AM - 5:00 PM
Ana Sofía,Pizarro,2003-03-28 12:14:45,Female,2,Antwerp be - GoalLine Gear,Store Manager,11:00 AM - 7:00 PM
Natividad,Alfaro,1989-09-18 06:33:06,Female,11,Antwerp be - GoalLine Gear,Inventory Clerk,11:00 AM - 7:00 PM
Jeremías,Mayo,1974-04-04 16:16:02,Male,5,Antwerp be - KickOff Kits,Store Manager,10:00 AM - 6:00 PM
Tere,Arjona,1983-02-23 11:23:35,Female,7,Antwerp be - KickOff Kits,Customer Service Representative,11:00 AM - 7:00 PM
Edu,Pizarro,1995-05-20 23:10:47,Male,3,Antwerp be - KickOff Kits,Customer Service Representative,9:00 AM - 5:00 PM
Yolanda,Reguera,1983-07-29 15:09:36,Female,8,Antwerp be - KickOff Kits,Inventory Clerk,12:00 PM - 8:00 PM
América,Pina,1984-06-26 22:28:58,Female,3,Antwerp be - CornerKick Collections,Inventory Clerk,12:00 PM - 8:00 PM
Tomasa,Gallardo,1983-10-16 15:21:45,Female,12,Antwerp be - CornerKick Collections,Inventory Clerk,9:00 AM - 5:00 PM
Lucía,Reguera,1975-01-26 07:21:59,Female,5,Antwerp be - CornerKick Collections,Sales Associate,9:00 AM - 5:00 PM
Juan Antonio,Muro,1976-05-21 09:57:47,Male,14,Antwerp be - CornerKick Collections,Sales Associate,11:00 AM - 7:00 PM
Aristides,Zabaleta,1999-10-27 18:22:27,Male,12,Antwerp be - CornerKick Collections,Cashier,12:00 PM - 8:00 PM
Abraham,Zapata,1993-08-20 21:41:01,Male,6,Antwerp be - CornerKick Collections,Cashier,10:00 AM - 6:00 PM
Víctor,Sacristán,2003-01-15 19:40:08,Male,8,Antwerp be - Referee's Choice Sports,Store Manager,12:00 PM - 8:00 PM
María José,Lamas,2000-05-03 19:29:33,Female,14,Antwerp be - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Silvio,Toledo,1975-07-14 12:14:33,Male,2,Antwerp be - Referee's Choice Sports,Cashier,12:00 PM - 8:00 PM
Encarna,Iriarte,1989-03-07 21:19:43,Female,15,Antwerp be - Referee's Choice Sports,Customer Service Representative,11:00 AM - 7:00 PM
Rufino,Alsina,1979-10-23 23:50:33,Male,3,Antwerp be - Referee's Choice Sports,Customer Service Representative,9:00 AM - 5:00 PM
Cayetana,Campoy,1977-11-11 00:19:43,Female,7,Antwerp be - Referee's Choice Sports,Cashier,10:00 AM - 6:00 PM
Jacinto,Sedano,1988-03-21 09:15:46,Male,11,Antwerp be - NetBound Sports,Sales Associate,12:00 PM - 8:00 PM
Eliana,Montalbán,2002-12-31 16:37:42,Female,3,Antwerp be - NetBound Sports,Inventory Clerk,10:00 AM - 6:00 PM
Rosalina,Sierra,1983-03-18 14:54:09,Female,12,Antwerp be - SoccerSphere,Sales Associate,11:00 AM - 7:00 PM
Perla,Rosa,2005-09-28 07:50:14,Female,7,Antwerp be - SoccerSphere,Cashier,12:00 PM - 8:00 PM
Leoncio,Roldán,1990-07-25 06:07:36,Male,15,Antwerp be - SoccerSphere,Inventory Clerk,9:00 AM - 5:00 PM
Graciela,Ferrán,1994-05-02 02:08:53,Female,15,Antwerp be - SoccerSphere,Customer Service Representative,12:00 PM - 8:00 PM
Eladio,Cerdán,1990-12-04 07:38:51,Male,2,Antwerp be - SoccerSphere,Store Manager,12:00 PM - 8:00 PM
Óscar,Blasco,1995-04-11 11:49:42,Male,6,Arsenal eng - PitchPerfect Provisions,Inventory Clerk,11:00 AM - 7:00 PM
Marco,Pons,1990-12-27 19:17:42,Male,12,Arsenal eng - PitchPerfect Provisions,Sales Associate,9:00 AM - 5:00 PM
Baldomero,Esteban,1976-06-10 00:44:18,Male,3,Arsenal eng - PitchPerfect Provisions,Sales Associate,12:00 PM - 8:00 PM
Mayte,Álvaro,2002-02-13 20:05:15,Female,12,Arsenal eng - PitchPerfect Provisions,Sales Associate,12:00 PM - 8:00 PM
Marta,Dávila,2005-11-05 09:07:20,Female,2,Arsenal eng - PitchPerfect Provisions,Customer Service Representative,9:00 AM - 5:00 PM
Renata,Galván,2000-08-27 04:03:58,Female,4,Arsenal eng - Referee's Choice Sports,Sales Associate,12:00 PM - 8:00 PM
María Fernanda,Villa,1998-01-29 23:57:56,Female,15,Arsenal eng - Referee's Choice Sports,Sales Associate,10:00 AM - 6:00 PM
Blanca,Malo,1998-05-26 12:01:43,Female,3,Arsenal eng - NetBound Sports,Inventory Clerk,10:00 AM - 6:00 PM
Felipa,Sacristán,1974-11-08 22:16:35,Female,5,Arsenal eng - NetBound Sports,Store Manager,9:00 AM - 5:00 PM
Pedro,Arroyo,2001-02-12 17:25:05,Male,2,Arsenal eng - NetBound Sports,Store Manager,9:00 AM - 5:00 PM
Yago,Roman,2002-10-21 03:21:11,Male,9,Arsenal eng - NetBound Sports,Store Manager,12:00 PM - 8:00 PM
Adoración,Dávila,2000-05-14 05:53:43,Female,12,Arsenal eng - NetBound Sports,Inventory Clerk,11:00 AM - 7:00 PM
Dani,Navas,1993-05-11 18:42:08,Male,11,Arsenal eng - NetBound Sports,Inventory Clerk,12:00 PM - 8:00 PM
Anselma,Pombo,1995-06-08 21:07:54,Female,9,Arsenal eng - CornerKick Collections,Cashier,9:00 AM - 5:00 PM
Agapito,Gracia,1998-08-16 06:37:02,Male,10,Arsenal eng - CornerKick Collections,Store Manager,9:00 AM - 5:00 PM
Angelita,Dalmau,1995-12-26 13:53:50,Female,7,Arsenal eng - CornerKick Collections,Store Manager,9:00 AM - 5:00 PM
Eleuterio,Guardiola,1982-02-19 09:30:10,Male,13,Arsenal eng - CornerKick Collections,Sales Associate,10:00 AM - 6:00 PM
Horacio,Cárdenas,1986-11-12 07:27:08,Male,15,Arsenal eng - CornerKick Collections,Sales Associate,9:00 AM - 5:00 PM
Ema,Gil,1997-11-29 07:16:33,Female,5,Arsenal eng - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Jaime,Gallart,1991-07-20 19:07:52,Male,9,Arsenal eng - Striker's Style Outlet,Customer Service Representative,9:00 AM - 5:00 PM
Tomás,Valcárcel,1981-10-05 07:05:07,Male,14,Arsenal eng - KickOff Kits,Sales Associate,10:00 AM - 6:00 PM
Prudencio,Valentín,1980-05-14 08:25:21,Male,13,Arsenal eng - KickOff Kits,Cashier,10:00 AM - 6:00 PM
Vera,Millán,2001-01-11 02:14:36,Female,10,Arsenal eng - KickOff Kits,Store Manager,9:00 AM - 5:00 PM
Jose Angel,Tello,1982-05-02 08:28:36,Male,5,Arsenal eng - KickOff Kits,Customer Service Representative,12:00 PM - 8:00 PM
Margarita,Crespi,1989-03-15 23:03:38,Female,12,Arsenal eng - KickOff Kits,Cashier,12:00 PM - 8:00 PM
Gregorio,Barrio,1976-07-04 11:48:16,Male,7,Arsenal eng - KickOff Kits,Inventory Clerk,10:00 AM - 6:00 PM
Mamen,Alcalá,2000-06-14 10:39:47,Female,13,Arsenal eng - PitchSide Pro Shop,Inventory Clerk,10:00 AM - 6:00 PM
Samanta,Riquelme,1975-06-01 02:30:21,Female,3,Arsenal eng - PitchSide Pro Shop,Inventory Clerk,11:00 AM - 7:00 PM
Marcio,Bernat,1988-08-23 23:48:18,Male,2,Arsenal eng - GoalLine Gear,Customer Service Representative,11:00 AM - 7:00 PM
Piedad,Muñoz,1992-05-15 15:25:45,Female,14,Arsenal eng - GoalLine Gear,Inventory Clerk,12:00 PM - 8:00 PM
Guillermo,Perea,1999-10-14 04:52:17,Male,11,Arsenal eng - GoalLine Gear,Sales Associate,9:00 AM - 5:00 PM
Cruz,Segovia,1992-06-30 21:04:28,Female,2,Arsenal eng - GoalLine Gear,Customer Service Representative,12:00 PM - 8:00 PM
Jose,Amo,1994-09-09 20:39:38,Male,5,Arsenal eng - GoalLine Gear,Customer Service Representative,11:00 AM - 7:00 PM
Alberto,Macias,1999-02-15 19:41:24,Male,5,Arsenal eng - GoalLine Gear,Store Manager,9:00 AM - 5:00 PM
Anastasio,Mancebo,1996-11-30 08:40:17,Male,2,Arsenal eng - SoccerSphere,Store Manager,9:00 AM - 5:00 PM
Alicia,Casas,1980-10-23 14:44:24,Female,2,Arsenal eng - SoccerSphere,Inventory Clerk,9:00 AM - 5:00 PM
Luisina,Crespi,1978-09-15 21:34:07,Female,15,Arsenal eng - TurfTrends Emporium,Sales Associate,12:00 PM - 8:00 PM
Teodora,Rosselló,2001-06-23 08:21:35,Female,14,Arsenal eng - TurfTrends Emporium,Customer Service Representative,11:00 AM - 7:00 PM
Josué,Castelló,1975-03-22 11:41:09,Male,6,Arsenal eng - TurfTrends Emporium,Store Manager,12:00 PM - 8:00 PM
Gilberto,Rincón,1975-11-21 13:07:17,Male,13,Arsenal eng - TurfTrends Emporium,Inventory Clerk,10:00 AM - 6:00 PM
Pastora,Malo,1982-01-20 21:51:50,Female,14,Athletic Club - PitchPerfect Provisions,Cashier,11:00 AM - 7:00 PM
Abigaíl,Villena,1986-12-10 11:34:46,Female,8,Athletic Club - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Anselma,Pinilla,1977-08-09 18:01:50,Female,7,Athletic Club - PitchPerfect Provisions,Store Manager,9:00 AM - 5:00 PM
Tatiana,Gimenez,1981-03-26 14:25:43,Female,15,Athletic Club - PitchPerfect Provisions,Customer Service Representative,12:00 PM - 8:00 PM
Leocadio,Matas,1978-05-23 10:49:29,Male,6,Athletic Club - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Emiliano,Manzanares,1999-08-11 10:46:59,Male,14,Athletic Club - SoccerSphere,Store Manager,11:00 AM - 7:00 PM
Marisela,Cerro,1981-03-29 03:48:55,Female,10,Athletic Club - SoccerSphere,Cashier,9:00 AM - 5:00 PM
África,Amat,1995-07-31 16:22:18,Female,15,Athletic Club - SoccerSphere,Sales Associate,12:00 PM - 8:00 PM
Osvaldo,Campos,1985-05-15 22:48:53,Male,7,Athletic Club - SoccerSphere,Store Manager,10:00 AM - 6:00 PM
Haydée,Velázquez,1982-05-10 16:39:09,Female,8,Athletic Club - SoccerSphere,Inventory Clerk,11:00 AM - 7:00 PM
Marcial,Mur,1978-08-30 09:57:16,Male,4,Athletic Club - SoccerSphere,Customer Service Representative,10:00 AM - 6:00 PM
Juliana,Gracia,1988-04-20 02:12:57,Female,4,Athletic Club - GoalLine Gear,Customer Service Representative,10:00 AM - 6:00 PM
Alba,Granados,2005-06-18 21:46:48,Female,12,Athletic Club - GoalLine Gear,Customer Service Representative,12:00 PM - 8:00 PM
Agustina,Exposito,2003-08-13 03:45:00,Female,4,Athletic Club - GoalLine Gear,Store Manager,12:00 PM - 8:00 PM
Victorino,Godoy,2003-08-07 00:33:18,Male,11,Athletic Club - GoalLine Gear,Sales Associate,11:00 AM - 7:00 PM
Bárbara,Barrera,1982-02-15 11:52:32,Female,12,Athletic Club - PitchSide Pro Shop,Cashier,12:00 PM - 8:00 PM
Vera,Roura,1987-08-18 17:52:21,Female,11,Athletic Club - PitchSide Pro Shop,Sales Associate,11:00 AM - 7:00 PM
Felicia,Abella,1996-06-14 23:36:02,Female,4,Athletic Club - CornerKick Collections,Inventory Clerk,12:00 PM - 8:00 PM
Pilar,Carbonell,1978-09-16 04:38:11,Female,11,Athletic Club - CornerKick Collections,Customer Service Representative,9:00 AM - 5:00 PM
Guadalupe,Marin,1996-03-18 09:33:37,Female,3,Athletic Club - TurfTrends Emporium,Cashier,10:00 AM - 6:00 PM
Adelardo,Cárdenas,1979-08-06 10:56:09,Male,11,Athletic Club - TurfTrends Emporium,Store Manager,12:00 PM - 8:00 PM
Severo,Cárdenas,1978-07-04 19:10:26,Male,8,Athletic Club - TurfTrends Emporium,Store Manager,9:00 AM - 5:00 PM
Zaida,Cuevas,1984-06-11 05:42:04,Female,3,Athletic Club - Striker's Style Outlet,Inventory Clerk,11:00 AM - 7:00 PM
María,Diaz,2000-09-11 16:16:39,Female,5,Athletic Club - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Germán,Godoy,1985-06-05 21:41:00,Male,4,Athletic Club - Striker's Style Outlet,Sales Associate,10:00 AM - 6:00 PM
Marc,Río,1990-11-02 09:47:22,Male,12,Athletic Club - Striker's Style Outlet,Customer Service Representative,12:00 PM - 8:00 PM
Paz,Tirado,1975-10-15 15:51:44,Female,2,Athletic Club - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Isaac,Soria,1979-03-16 09:23:27,Male,13,Athletic Club - Striker's Style Outlet,Inventory Clerk,12:00 PM - 8:00 PM
Tere,Avilés,1996-02-23 14:18:05,Female,5,Athletic Club - NetBound Sports,Customer Service Representative,10:00 AM - 6:00 PM
Cristóbal,Amorós,1977-10-29 12:50:16,Male,13,Athletic Club - NetBound Sports,Cashier,10:00 AM - 6:00 PM
Agustina,Borrell,1998-11-08 00:19:54,Female,10,Athletic Club - NetBound Sports,Sales Associate,11:00 AM - 7:00 PM
Abel,Valdés,2004-04-23 08:07:17,Male,8,Athletic Club - KickOff Kits,Sales Associate,9:00 AM - 5:00 PM
Vanesa,Ortega,1992-09-02 22:14:47,Female,8,Athletic Club - KickOff Kits,Inventory Clerk,10:00 AM - 6:00 PM
Pascuala,Valdés,1977-07-13 12:35:20,Female,5,Athletic Club - KickOff Kits,Store Manager,10:00 AM - 6:00 PM
Francisco Javier,Albero,1977-02-05 11:19:46,Male,12,Athletic Club - KickOff Kits,Store Manager,9:00 AM - 5:00 PM
Custodia,Barón,1976-06-20 23:06:48,Female,7,Athletic Club - KickOff Kits,Inventory Clerk,11:00 AM - 7:00 PM
Dorita,Pardo,1980-10-27 02:19:23,Female,9,Athletic Club - KickOff Kits,Inventory Clerk,11:00 AM - 7:00 PM
José,Valcárcel,1983-02-11 09:23:16,Male,4,Athletic Club - Referee's Choice Sports,Inventory Clerk,9:00 AM - 5:00 PM
Luis Ángel,Marquez,1987-11-29 00:42:18,Male,13,Athletic Club - Referee's Choice Sports,Cashier,9:00 AM - 5:00 PM
Hortensia,Sarabia,1977-10-12 20:49:23,Female,2,Athletic Club - Referee's Choice Sports,Inventory Clerk,9:00 AM - 5:00 PM
Ainara,Barco,1982-03-17 12:49:14,Female,14,Athletic Club - Referee's Choice Sports,Store Manager,12:00 PM - 8:00 PM
Tecla,Belda,1998-02-15 02:36:17,Female,2,Athletic Club - Referee's Choice Sports,Customer Service Representative,9:00 AM - 5:00 PM
Aureliano,Fábregas,1993-04-03 11:09:04,Male,11,Atlético Madrid - Referee's Choice Sports,Inventory Clerk,9:00 AM - 5:00 PM
Mayte,Burgos,1989-06-16 14:31:47,Female,12,Atlético Madrid - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Amador,Bernat,1991-11-11 10:06:37,Male,8,Atlético Madrid - Referee's Choice Sports,Sales Associate,9:00 AM - 5:00 PM
Rómulo,Marquez,1998-06-07 17:38:28,Male,11,Atlético Madrid - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Anastasio,Estévez,1990-09-28 19:20:16,Male,13,Atlético Madrid - Referee's Choice Sports,Store Manager,10:00 AM - 6:00 PM
Amador,Barrera,2001-04-04 00:42:35,Male,10,Atlético Madrid - NetBound Sports,Store Manager,9:00 AM - 5:00 PM
Lino,Barceló,1983-11-19 02:29:01,Male,10,Atlético Madrid - NetBound Sports,Sales Associate,10:00 AM - 6:00 PM
Rubén,Nogués,2006-01-29 21:34:19,Male,15,Atlético Madrid - NetBound Sports,Customer Service Representative,12:00 PM - 8:00 PM
Genoveva,Aragón,1977-01-18 20:17:57,Female,3,Atlético Madrid - NetBound Sports,Store Manager,12:00 PM - 8:00 PM
Aureliano,Pallarès,1981-11-06 13:06:20,Male,5,Atlético Madrid - NetBound Sports,Sales Associate,9:00 AM - 5:00 PM
Azahar,Garzón,1983-05-07 23:07:18,Female,10,Atlético Madrid - Striker's Style Outlet,Cashier,9:00 AM - 5:00 PM
Chucho,Berenguer,1977-02-15 23:00:39,Male,13,Atlético Madrid - Striker's Style Outlet,Sales Associate,10:00 AM - 6:00 PM
Hortensia,Tena,2005-12-12 09:48:52,Female,11,Atlético Madrid - Striker's Style Outlet,Store Manager,11:00 AM - 7:00 PM
Alonso,Cal,2001-02-04 04:13:49,Male,11,Atlético Madrid - PitchSide Pro Shop,Sales Associate,10:00 AM - 6:00 PM
Claudia,Gisbert,1974-05-08 01:33:30,Female,11,Atlético Madrid - PitchSide Pro Shop,Inventory Clerk,11:00 AM - 7:00 PM
Salud,Sanjuan,2005-02-10 04:39:11,Female,8,Atlético Madrid - SoccerSphere,Customer Service Representative,9:00 AM - 5:00 PM
Mercedes,Santiago,1990-12-21 11:00:36,Female,8,Atlético Madrid - SoccerSphere,Customer Service Representative,10:00 AM - 6:00 PM
Montserrat,Morán,2001-10-09 15:52:27,Female,7,Atlético Madrid - SoccerSphere,Customer Service Representative,11:00 AM - 7:00 PM
Charo,Zamora,1986-04-07 00:07:01,Female,4,Atlético Madrid - SoccerSphere,Inventory Clerk,11:00 AM - 7:00 PM
Eladio,España,1993-10-14 21:37:45,Male,14,Atlético Madrid - SoccerSphere,Inventory Clerk,12:00 PM - 8:00 PM
Felipe,Zorrilla,1994-11-22 22:35:18,Male,4,Atlético Madrid - TurfTrends Emporium,Sales Associate,10:00 AM - 6:00 PM
Clemente,Rincón,2005-11-06 10:47:58,Male,14,Atlético Madrid - TurfTrends Emporium,Inventory Clerk,12:00 PM - 8:00 PM
Teobaldo,Parra,1976-06-08 17:15:01,Male,4,Atlético Madrid - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
Joan,Viana,2004-08-17 01:50:05,Male,11,Atlético Madrid - TurfTrends Emporium,Store Manager,9:00 AM - 5:00 PM
Amílcar,Manzano,2001-10-22 09:41:31,Male,9,Atlético Madrid - TurfTrends Emporium,Cashier,9:00 AM - 5:00 PM
Roldán,Sureda,1974-12-04 20:57:49,Male,3,Atlético Madrid - PitchPerfect Provisions,Customer Service Representative,12:00 PM - 8:00 PM
Rita,Tudela,1991-12-08 22:14:28,Female,15,Atlético Madrid - PitchPerfect Provisions,Cashier,9:00 AM - 5:00 PM
Margarita,Coll,1987-09-03 19:14:47,Female,15,Atlético Madrid - PitchPerfect Provisions,Inventory Clerk,11:00 AM - 7:00 PM
José Mari,Jover,1988-01-12 11:54:30,Male,14,Atlético Madrid - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Maricruz,Mendizábal,1984-05-31 01:59:34,Female,13,Atlético Madrid - PitchPerfect Provisions,Customer Service Representative,11:00 AM - 7:00 PM
Benito,Soriano,2001-08-26 21:42:42,Male,13,Atlético Madrid - CornerKick Collections,Sales Associate,12:00 PM - 8:00 PM
Eustaquio,Andres,2001-08-30 20:30:01,Male,9,Atlético Madrid - CornerKick Collections,Inventory Clerk,11:00 AM - 7:00 PM
Jorge,Varela,1974-12-21 03:44:17,Male,2,Atlético Madrid - CornerKick Collections,Store Manager,10:00 AM - 6:00 PM
Jafet,Ariño,1996-04-27 20:49:23,Male,13,Atlético Madrid - CornerKick Collections,Cashier,12:00 PM - 8:00 PM
Hugo,Abril,1977-07-14 09:38:14,Male,15,Atlético Madrid - CornerKick Collections,Inventory Clerk,11:00 AM - 7:00 PM
Nereida,Tena,2006-01-25 07:26:35,Female,6,Atlético Madrid - CornerKick Collections,Customer Service Representative,9:00 AM - 5:00 PM
Buenaventura,Casas,1984-04-14 12:40:47,Male,3,Atlético Madrid - KickOff Kits,Customer Service Representative,12:00 PM - 8:00 PM
Cristian,Suarez,1995-10-19 00:31:20,Male,7,Atlético Madrid - KickOff Kits,Cashier,12:00 PM - 8:00 PM
Tito,Barriga,1982-04-12 18:02:35,Male,10,Atlético Madrid - KickOff Kits,Store Manager,9:00 AM - 5:00 PM
Ciro,Manuel,1986-12-22 23:40:53,Male,11,Atlético Madrid - KickOff Kits,Sales Associate,9:00 AM - 5:00 PM
Evita,Baena,1975-10-24 06:45:51,Female,2,Atlético Madrid - KickOff Kits,Store Manager,11:00 AM - 7:00 PM
Gerónimo,Batlle,1993-12-10 20:57:13,Male,2,Atlético Madrid - KickOff Kits,Store Manager,11:00 AM - 7:00 PM
Kike,Sotelo,1989-11-15 06:17:13,Male,14,Atlético Madrid - GoalLine Gear,Sales Associate,11:00 AM - 7:00 PM
Salud,Gimeno,1983-09-01 03:20:41,Female,9,Atlético Madrid - GoalLine Gear,Inventory Clerk,11:00 AM - 7:00 PM
Elías,Hernández,1998-01-16 23:05:23,Male,8,Atlético Madrid - GoalLine Gear,Customer Service Representative,10:00 AM - 6:00 PM
Reyna,Orozco,1984-04-18 12:07:45,Female,12,Atlético Madrid - GoalLine Gear,Store Manager,10:00 AM - 6:00 PM
Marta,Rivero,1997-12-07 07:55:55,Female,9,Atlético Madrid - GoalLine Gear,Customer Service Representative,10:00 AM - 6:00 PM
Pedro,Puente,1998-02-27 18:08:20,Male,8,Atlético Madrid es - Striker's Style Outlet,Inventory Clerk,9:00 AM - 5:00 PM
Sonia,Saez,2005-10-02 08:13:02,Female,7,Atlético Madrid es - Striker's Style Outlet,Customer Service Representative,10:00 AM - 6:00 PM
Tania,Riquelme,1976-11-02 04:03:23,Female,2,Atlético Madrid es - Referee's Choice Sports,Sales Associate,12:00 PM - 8:00 PM
Simón,Patiño,1999-08-27 00:38:31,Male,9,Atlético Madrid es - Referee's Choice Sports,Store Manager,11:00 AM - 7:00 PM
Irene,Pons,1977-08-09 18:04:46,Female,6,Atlético Madrid es - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Leandro,Gibert,1983-11-05 17:15:23,Male,13,Atlético Madrid es - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Delia,Elías,1993-05-07 15:35:26,Female,15,Atlético Madrid es - Referee's Choice Sports,Inventory Clerk,12:00 PM - 8:00 PM
Samuel,Bernal,1995-06-12 06:00:52,Male,6,Atlético Madrid es - KickOff Kits,Sales Associate,11:00 AM - 7:00 PM
