Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Alavés Bermuda Shorts XS Official 92.98  All Seasons Polyester,Alavés,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",92.98,Summer Activities,Perfect for staying cool during summer activities.,XS,Official,123,UV Protection,,,All Seasons,,Polyester,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Lugo, Spain",6,639024739604,02/25,557.88,2020-06-23 18:50:17
Alavés Pencil Case Official 26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,Official,57,Multi-Compartment,,Ink Compartment,,,,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,5%,"Cáceres, Spain",4,6593831073072066,02/34,107.4,2020-12-24 05:34:41
Alavés Jersey 3XL Official 103.31  All Seasons Polyester,Alavés,Jersey,"Athletic shirt, often associated with sports teams.",103.31,Any Sport,Suitable for any sports activity.,3XL,Official,112,Breathable,,,All Seasons,,Polyester,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,0%,"Guadalajara, Spain",8,3535355521061578,03/28,826.48,2019-12-15 17:30:25
Alavés Cup  41.31 Microwave and Dishwasher Safe,Alavés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",41.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,,93,,,Microwave and Dishwasher Safe,,,,,Alavés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",American Express,0%,"Madrid, Spain",10,180024376092815,12/26,413.1,2020-11-23 03:25:38
Alavés Cup Official 41.31 Microwave and Dishwasher Safe,Alavés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",41.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,123,,,Microwave and Dishwasher Safe,,,,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,0%,"Salamanca, Spain",8,4612356219871,11/30,330.48,2021-12-25 08:14:37
Alavés Goalkeeper Gloves S 185.98,Alavés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,185.98,Football,Specifically designed for football goalkeepers.,S,,65,,,,,,,,Alavés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 16 digit,0%,"Alicante, Spain",2,3510254496873639,01/30,371.96,2021-09-23 09:02:29
Alavés Pencil Case  26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,,8,Multi-Compartment,,Ink Compartment,,,,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,5%,"Cádiz, Spain",7,30103552769339,04/31,187.95,2019-09-19 22:34:42
Alavés Coat L Official 268.65  Winter Cotton,Alavés,Coat,Outerwear garment for protection against cold weather.,268.65,Winter Activities,Designed to keep you warm during winter activities.,L,Official,17,Wind-resistant,,,Winter,,Cotton,,Alavés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Mastercard,0%,"Zamora, Spain",10,3532974120213886,02/34,2686.5,2021-03-29 20:49:32
Alavés Pencil Case  26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,,104,Multi-Compartment,,Ink Compartment,,,,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 13 digit,0%,"Huelva, Spain",12,4334303134171583,05/28,322.200,2019-10-30 11:17:54
Alavés Boots 3XL Official 165.31 Football  Waterproof Lace-up,Alavés,Boots,Sports footwear designed for different activities.,165.31,Football,Ideal for football players and enthusiasts.,3XL,Official,58,Waterproof,Football,,,Waterproof,,Lace-up,Alavés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,0%,"Valladolid, Spain",2,630405028758,07/32,330.62,2019-12-16 08:47:06
Alavés Cup Official 41.31 Microwave and Dishwasher Safe,Alavés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",41.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,1,,,Microwave and Dishwasher Safe,,,,,Alavés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,5%,"Murcia, Spain",9,4489702835623094514,06/31,371.79,2021-07-14 02:35:25
Alavés Goalkeeper Gloves 3XL Official 185.98,Alavés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,185.98,Football,Specifically designed for football goalkeepers.,3XL,Official,6,,,,,,,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,0%,"Lleida, Spain",6,373785670518757,04/28,1115.8799999999999,2022-04-08 06:59:01
Alavés Ball  51.65,Alavés,Ball,Spherical object used in various sports and games.,51.65,Any Sport,Versatile ball for various sports and games.,,,83,,,,,,,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,0%,"La Rioja, Spain",7,180093932809145,12/27,361.55,2023-07-04 08:28:43
Alavés Jersey XS 103.31  All Seasons Polyester,Alavés,Jersey,"Athletic shirt, often associated with sports teams.",103.31,Any Sport,Suitable for any sports activity.,XS,,60,Breathable,,,All Seasons,,Polyester,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Mastercard,10%,"Santa Cruz de Tenerife, Spain",6,6011669649694755,12/27,619.86,2023-03-29 01:37:11
Alavés Coat 2XL 268.65  Winter Cotton,Alavés,Coat,Outerwear garment for protection against cold weather.,268.65,Winter Activities,Designed to keep you warm during winter activities.,2XL,,96,Wind-resistant,,,Winter,,Cotton,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,5%,"Toledo, Spain",2,213172860293570,04/28,537.3,2020-07-10 03:59:27
Alavés Sweatshirt 3XL 82.65  Summer Blend,Alavés,Sweatshirt,"Casual, warm garment for chilly weather.",82.65,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,59,,,,Summer,,Blend,,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 19 digit,0%,"Guadalajara, Spain",2,4044577260015,06/30,165.3,2023-09-28 08:32:26
Alavés Backpack  144.65 Multi-Compartment,Alavés,Backpack,"Bag worn on the back, designed to carry belongings.",144.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,99,Laptop Compartment,,Multi-Compartment,,,,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,0%,"Asturias, Spain",7,6011577616671682,05/33,1012.5500000000001,2022-01-13 18:25:41
Alavés Ball  51.65,Alavés,Ball,Spherical object used in various sports and games.,51.65,Any Sport,Versatile ball for various sports and games.,,,40,,,,,,,,Alavés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,0%,"Salamanca, Spain",9,213167630259257,08/31,464.84999999999997,2022-01-14 08:40:26
Alavés Jersey S 103.31  Summer Blend,Alavés,Jersey,"Athletic shirt, often associated with sports teams.",103.31,Any Sport,Versatile athletic shirt for any sport.,S,,60,,,,Summer,,Blend,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,0%,"Huesca, Spain",11,4022215351735766,10/29,1136.41,2021-12-31 03:54:26
Alavés Long Pants S Official 123.98  Summer Blend,Alavés,Long Pants,Full-length trousers or pants.,123.98,Sports and Exercise,Designed for sports and exercise activities.,S,Official,96,,,,Summer,,Blend,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",American Express,50%,"Cádiz, Spain",12,4213032498784418926,02/30,1487.76,2019-11-21 01:53:22
Alavés Shorts S Official 61.98  Winter Cotton,Alavés,Shorts,"Brief-length trousers, worn in warm weather or for sports.",61.98,Summer Activities,Great for staying cool during summer sports.,S,Official,67,,,,Winter,,Cotton,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Maestro,5%,"Asturias, Spain",2,3582766741037341,11/26,123.96,2021-10-14 23:30:22
Alavés Boots 2XL 165.31 Football  Waterproof Lace-up,Alavés,Boots,Sports footwear designed for different activities.,165.31,Football,Ideal for football players and enthusiasts.,2XL,,57,Waterproof,Football,,,Waterproof,,Lace-up,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,25%,"Ceuta, Spain",3,4375110275707828197,11/32,495.93,2019-06-13 01:29:29
Alavés Boots XL 165.31 Football  Waterproof Lace-up,Alavés,Boots,Sports footwear designed for different activities.,165.31,Football,Ideal for football players and enthusiasts.,XL,,116,Waterproof,Football,,,Waterproof,,Lace-up,Alavés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,0%,"Asturias, Spain",7,378668016630186,04/25,1157.17,2020-07-22 21:34:00
Alavés Cup Official 41.31 Microwave and Dishwasher Safe,Alavés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",41.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,34,,,Microwave and Dishwasher Safe,,,,,Alavés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,10%,"Asturias, Spain",9,676380865177,04/33,371.79,2020-06-02 18:16:20
Alavés Shorts 2XL Official 61.98  Winter Cotton,Alavés,Shorts,"Brief-length trousers, worn in warm weather or for sports.",61.98,Summer Activities,Great for staying cool during summer sports.,2XL,Official,46,,,,Winter,,Cotton,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Málaga, Spain",2,503815098341,04/33,123.96,2022-07-03 03:46:49
Alavés Shorts XS Official 61.98  Winter Cotton,Alavés,Shorts,"Brief-length trousers, worn in warm weather or for sports.",61.98,Summer Activities,Great for staying cool during summer sports.,XS,Official,35,,,,Winter,,Cotton,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,0%,"Cantabria, Spain",2,4556911629297332,07/27,123.96,2020-02-27 01:27:03
Alavés Pencil Case Official 26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,Official,67,Multi-Compartment,,Ink Compartment,,,,,Alavés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 15 digit,25%,"Las Palmas, Spain",8,4102312381314101,08/32,214.8,2019-04-19 15:50:05
Alavés Jersey S 103.31  Summer Blend,Alavés,Jersey,"Athletic shirt, often associated with sports teams.",103.31,Any Sport,Versatile athletic shirt for any sport.,S,,101,,,,Summer,,Blend,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",American Express,0%,"Ávila, Spain",4,30225356863669,02/25,413.24,2022-01-04 07:13:38
Alavés Cap XS 41.31 UV Protection,Alavés,Cap,"Headwear with a brim, often used for sports or casual wear.",41.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XS,,63,,,UV Protection,,,,,Alavés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 15 digit,0%,"Pontevedra, Spain",10,3523090320734372,11/30,413.1,2020-11-19 18:22:58
Alavés Boots M Official 165.31 Football  Waterproof Lace-up,Alavés,Boots,Sports footwear designed for different activities.,165.31,Football,Ideal for football players and enthusiasts.,M,Official,84,Waterproof,Football,,,Waterproof,,Lace-up,Alavés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,5%,"Alicante, Spain",9,213184485557370,09/25,1487.79,2021-05-18 23:00:02
Alavés Cap 2XL 41.31 UV Protection,Alavés,Cap,"Headwear with a brim, often used for sports or casual wear.",41.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,2XL,,90,,,UV Protection,,,,,Alavés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,0%,"Granada, Spain",11,6507578168930022,01/33,454.41,2021-07-22 23:52:59
Alavés Sweatshirt XL 82.65  Summer Blend,Alavés,Sweatshirt,"Casual, warm garment for chilly weather.",82.65,Casual Wear,Comfortable and casual wear for everyday use.,XL,,22,,,,Summer,,Blend,,Alavés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Madrid, Spain",3,630485670040,07/28,247.95,2021-05-28 13:13:33
Alavés Socks XL Official 20.65 All sports  Sweet fit,Alavés,Socks,Garments worn on the feet for comfort and warmth.,20.65,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,14,,All sports,,,Sweet,,fit,Alavés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 19 digit,0%,"Albacete, Spain",7,4051880962669805,12/25,144.54999999999998,2023-06-06 22:29:11
Alavés Pencil Case Official 26.85 Ink Compartment,Alavés,Pencil Case,"Container for storing pens, pencils, and other stationery.",26.85,School and Office,Useful for school and office organization.,,Official,18,Multi-Compartment,,Ink Compartment,,,,,Alavés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,10%,"Las Palmas, Spain",5,30498923836795,11/31,134.25,2020-10-24 23:28:40
